Number,Microphone,ACI,ADI,AEI,BI,H,NDSI
1438,IPH,1829.836761,1.181506316,0.747768,4.884386349,0.52158195,0.08187346
1439,IPH,1817.411818,0.824904753,0.817874,3.99091454,0.492522545,-0.26798963
1440,IPH,1773.709463,0.826731624,0.818301,3.499624232,0.496234428,-0.181238275
1441,IPH,1826.694625,0.73619887,0.832109,9.580153563,0.376390033,0.07458653
1442,IPH,1724.771669,0.35196522,0.878188,5.548217506,0.348020119,-0.327856369
1443,IPH,1387.277401,0.276320121,0.884483,5.360171212,0.337924497,-0.294089673
1444,IPH,1363.584155,0.478827268,0.863954,8.061276714,0.345766278,-0.253023381
1445,IPH,1415.601972,0.362680667,0.877181,6.793077143,0.353587756,-0.298196039
1446,IPH,1516.580485,0.552635623,0.856927,6.803708161,0.390803921,-0.417409876
1447,IPH,1430.718945,0.435646911,0.870013,6.063714853,0.377354544,-0.360002243
1448,IPH,1434.30607,0.637615604,0.846835,7.905881881,0.384461473,-0.353352207
1449,IPH,1426.14281,0.650539273,0.844813,7.94277695,0.387597475,-0.323190251
1450,IPH,1417.584374,0.475950885,0.865866,6.106346015,0.363849588,-0.384325265
1451,IPH,1291.621817,0.394110327,0.874137,6.16117982,0.341844509,-0.339931503
1452,IPH,1311.018505,0.303085154,0.882418,5.663459271,0.323110036,-0.280172051
1453,IPH,1532.557613,0.476608818,0.865619,6.178493517,0.352540652,-0.359861534
1454,IPH,1565.772458,0.621228794,0.848349,8.123645351,0.374869607,-0.401892371
1455,IPH,1647.511441,0.667505926,0.840927,6.8573164,0.392374561,-0.444543464
1456,IPH,1572.821364,0.657295064,0.838853,6.197287457,0.417207238,-0.581719276
1457,IPH,1630.549402,0.653561024,0.843431,7.047279405,0.422325259,-0.440197656
1458,IPH,1572.485203,0.674713643,0.841646,6.903762585,0.4263514,-0.393387774
1459,IPH,1597.857527,0.788230322,0.824989,6.789202382,0.444857062,-0.449914328
1460,IPH,1559.471649,0.688762737,0.839313,6.665375815,0.430332889,-0.336212339
1461,IPH,1596.139729,0.632372817,0.84751,6.413467424,0.434407709,-0.330605608
1462,IPH,1612.446233,0.670810346,0.842304,6.599058339,0.421793393,-0.420788534
1463,IPH,1592.599229,0.575607018,0.854424,5.967989392,0.421297069,-0.303081107
1464,IPH,1549.796457,0.532298296,0.860117,6.35209199,0.391498994,-0.302594095
1465,IPH,1594.926426,0.478291465,0.865535,5.930917214,0.373356218,-0.312104214
1466,IPH,1577.506825,0.301696289,0.882322,4.731142632,0.378910901,-0.340398296
1467,IPH,1565.412205,0.462553762,0.86608,4.75392825,0.379123247,-0.354169292
1468,IPH,1507.589749,0.374105328,0.876041,4.254673793,0.370503973,-0.257501877
1469,IPH,1703.218182,0.300465834,0.882302,4.310880766,0.370066039,-0.282571811
1470,IPH,1637.814754,0.298099757,0.882625,4.552103069,0.325531285,-0.244504353
1471,IPH,1580.465967,0.373947551,0.875761,6.424392557,0.314850991,-0.219333423
1472,IPH,1585.978072,0.701958542,0.837663,8.045752549,0.369813581,0.016011912
1473,IPH,1697.338714,0.986075047,0.786099,8.425761781,0.42326639,0.349609383
1474,IPH,1750.786435,1.159530573,0.748999,9.853079907,0.464633281,0.459115084
1475,IPH,1810.381162,1.133191301,0.752194,9.948638562,0.461423155,0.411424206
1476,IPH,1806.443036,0.489581101,0.864566,8.391593822,0.426926908,0.106847115
1477,IPH,1810.916017,1.010624697,0.783507,8.141328175,0.445287798,-0.047981743
1478,IPH,1792.153022,1.03797326,0.777779,8.916185759,0.448065154,-0.002042436
1479,IPH,1776.743248,0.965379768,0.790426,7.341760128,0.428900798,-0.126290674
1480,IPH,1710.297227,0.873491121,0.811424,7.736966276,0.418187148,-0.053769755
1481,IPH,1702.011312,0.583711735,0.852605,5.848600724,0.392161202,-0.419810424
1482,IPH,1681.422854,0.314934155,0.881495,4.733696071,0.408683555,-0.378258851
1483,IPH,1722.162218,0.709424523,0.837268,6.535023849,0.409257973,-0.344608826
1484,IPH,1690.414535,0.624437625,0.849428,5.915351794,0.40390213,-0.348318539
1485,IPH,1702.05962,0.730877727,0.834165,6.025955581,0.428266889,-0.373099452
1486,IPH,1624.965529,0.594397569,0.848383,4.446259571,0.414183989,-0.477583162
1487,IPH,1658.476069,0.594807052,0.846707,4.52669146,0.405460639,-0.464037457
1488,IPH,1738.136964,0.676139323,0.835384,4.919573512,0.43274262,-0.53034114
1489,IPH,1713.275062,0.73380127,0.8263,5.065404982,0.442961536,-0.600744417
1490,IPH,1770.261679,0.690034948,0.835291,5.188282048,0.428051167,-0.487217551
1491,IPH,1765.144889,0.66159413,0.840575,5.818245377,0.440025456,-0.466260751
1492,IPH,1660.400111,0.695303356,0.835223,4.631840089,0.445812538,-0.452077158
1493,IPH,1599.441623,0.706452656,0.83807,5.731231723,0.4299065,-0.349778221
1494,IPH,1506.07943,0.715802854,0.835552,7.603264643,0.407978026,-0.358717065
1495,IPH,1523.043428,0.57326913,0.851014,4.831971518,0.39934366,-0.44312109
1496,IPH,1546.133681,0.541095205,0.855434,5.217372267,0.402733131,-0.458314002
1497,IPH,1599.740634,0.605980381,0.845575,5.230925936,0.409371314,-0.467771869
1498,IPH,1615.912234,0.672848249,0.836034,5.977782906,0.452182852,-0.818296601
1499,IPH,1668.176086,0.529460512,0.859768,6.240087459,0.387520394,-0.346356879
1500,IPH,1700.461428,0.397450131,0.874024,5.474060273,0.360137725,-0.284443827
1501,IPH,1696.148798,0.628369273,0.847511,4.840898881,0.412638548,-0.314389754
1502,IPH,1646.113924,0.468009435,0.866489,4.103810165,0.400873698,-0.292245844
1503,IPH,1717.834951,0.49471406,0.86261,4.515843781,0.385676159,-0.361811599
1504,IPH,1694.343138,0.567870346,0.854622,5.916370738,0.394993789,-0.35882589
1505,IPH,1695.305866,0.633257557,0.844505,7.186325621,0.397908957,-0.226512782
1506,IPH,1695.136542,0.451474519,0.868314,4.316693251,0.381783696,-0.335535174
1507,IPH,1756.092484,0.53723478,0.857413,4.499405312,0.406582279,-0.424866439
1508,IPH,1781.217205,0.646282514,0.841106,5.963450783,0.445778742,0.101616337
1509,IPH,1736.924444,0.575146466,0.853175,4.796507594,0.416787855,-0.447183382
1510,IPH,1800.450883,1.223576944,0.730596,9.810968434,0.463029567,0.335601085
1511,IPH,1749.323747,0.644166666,0.846983,5.703688129,0.42030911,-0.306852286
1512,IPH,1668.272971,0.358186961,0.876238,3.153766621,0.39836026,-0.306831064
1513,IPH,1592.041775,0.243717799,0.887025,4.378208278,0.354021793,-0.269095473
1514,IPH,1683.391413,0.25367431,0.886293,3.995021056,0.37924909,-0.279587409
1515,IPH,1779.923238,0.592798187,0.848295,4.543483767,0.40874694,-0.400978156
1516,IPH,1791.202216,0.601088181,0.845573,4.108485246,0.418952419,-0.476071472
1517,IPH,1822.094821,0.87261542,0.812959,3.499649041,0.512956366,-0.159134543
1518,IPH,1812.649946,0.550601705,0.856446,3.75323319,0.435432673,-0.313265815
1519,IPH,1797.503493,0.563978932,0.854235,5.724149073,0.424107696,-0.265412876
1520,IPH,1855.017847,0.941943112,0.798898,9.047313658,0.456374741,0.520222095
1521,IPH,1816.701576,0.575203598,0.84919,3.87127435,0.425040778,-0.437097009
1522,IPH,1851.17193,1.329138436,0.70423,3.776189078,0.509315502,-0.015379788
1523,IPH,1811.383751,0.793227555,0.819668,4.887191657,0.457658727,-0.386114895
1524,IPH,1800.768986,0.643916289,0.842718,4.014314409,0.433991268,-0.416980911
1525,IPH,1811.521074,0.214671472,0.888983,3.840974295,0.453847994,-0.278406736
1526,IPH,1803.684674,0.244999602,0.886722,4.030626344,0.464888348,-0.377142312
1527,IPH,1795.028533,0.713239566,0.836982,3.521259356,0.452544412,-0.236097368
1528,IPH,1836.079462,0.038807548,0.898114,3.607327867,0.47759605,0.005465383
1529,IPH,1767.31876,0.503765145,0.861201,3.82999809,0.420429596,-0.289218708
1530,IPH,1732.91077,0.579351748,0.854071,5.805787792,0.399862274,-0.068313805
1531,IPH,1745.202672,0.513190074,0.861257,4.246257383,0.439533747,-0.249792531
1532,IPH,1755.875319,0.666507506,0.842669,3.752805423,0.473308816,-0.075935763
1533,IPH,1782.972248,0.651392153,0.841135,5.968020539,0.449006377,-0.054555328
1534,IPH,1745.378711,0.523257148,0.859739,6.386347446,0.425359362,-0.033159773
1535,IPH,1746.580941,0.493662077,0.864168,4.953820964,0.405876154,-0.260229852
1536,IPH,1843.112269,1.04253531,0.750498,4.373900628,0.460047157,0.540820765
1537,IPH,1781.309191,0.772103709,0.822911,6.29622013,0.431906901,-0.076944066
1538,IPH,1774.709469,0.706457685,0.83723,6.426152212,0.423799899,-0.324068969
1539,IPH,1782.744458,0.588415612,0.85245,4.675685715,0.432493189,-0.500414469
1540,IPH,1867.935981,0.800141073,0.823011,4.262454837,0.451392408,-0.263562316
1541,IPH,1826.948712,0.880879175,0.806335,4.739513976,0.433307621,-0.300411338
1542,IPH,1817.27361,0.751424976,0.826717,4.320291921,0.456678479,-0.377015119
1543,IPH,1831.940571,0.84773254,0.814231,4.469132177,0.458177026,-0.401489579
1544,IPH,1824.38814,0.949814928,0.796176,5.433768233,0.458781371,-0.322054567
1545,IPH,1804.816759,0.992003172,0.789229,5.210414228,0.47049704,-0.314594168
1546,IPH,1793.885976,1.038860567,0.779473,4.883550431,0.47152315,-0.271585487
1547,IPH,1807.599348,1.188456245,0.744147,5.114253401,0.48769608,-0.081520662
1548,IPH,1776.290518,0.86935655,0.808859,4.921462995,0.49153808,-0.178173437
1549,IPH,1734.791921,0.808683291,0.821024,4.550888123,0.477205151,-0.206165598
1550,IPH,1733.441616,0.698531171,0.836686,4.524617415,0.46131018,-0.222751332
1551,IPH,1718.072571,1.062618918,0.776737,5.35058123,0.502998545,0.317090354
1552,IPH,1665.765202,0.545480166,0.858714,5.361220162,0.461008914,-0.216648215
1553,IPH,1732.826998,0.242299853,0.886137,3.866736471,0.500670657,-0.006638318
1554,IPH,1676.475188,0.526788988,0.859573,3.705131077,0.457565697,-0.300344999
1555,IPH,1703.289556,0.921851482,0.803801,4.426132566,0.494645717,-0.223614962
1556,IPH,1676.605646,0.535913139,0.856162,6.805376292,0.457462336,0.16342275
1557,IPH,1720.141815,0.891638862,0.809913,4.762005476,0.485925271,-0.163193496
1558,IPH,1762.725613,0.571541733,0.856298,4.113557464,0.519436223,-0.246183238
1559,IPH,1768.498039,0.99723721,0.789078,3.592447501,0.551469351,-0.12259685
1560,IPH,1788.558197,1.375776177,0.700954,3.932826318,0.583285544,0.024346743
1,SM,1759.048655,0.943468548,0.797623,7.566849244,0.381535049,0.541611821
2,SM,1724.985946,1.034211353,0.777943,7.626637693,0.37218575,0.415632976
3,SM,1724.055887,1.006431844,0.785596,7.040959521,0.377133806,0.421557231
4,SM,1701.976411,1.079097912,0.766617,9.561178576,0.369951992,0.366527217
5,SM,1715.608694,0.966806638,0.790795,8.218472374,0.361258767,0.269000604
6,SM,1736.750498,1.11885529,0.757182,8.601326223,0.379194794,0.347327764
7,SM,1762.78124,0.900681739,0.801155,7.537697139,0.368472414,0.056371504
8,SM,1786.703807,0.805891531,0.821622,7.144608265,0.362506404,-0.115681361
9,SM,1779.157099,0.825158188,0.815357,7.671685722,0.353756879,-0.046191043
10,SM,1753.787787,0.917004729,0.802011,6.887296662,0.351262881,-0.050253985
11,SM,1674.833204,0.537651289,0.853012,7.397370004,0.329301951,-0.085051652
12,SM,1608.378585,0.672938605,0.837534,8.106338919,0.332674695,-0.096535318
13,SM,1578.425793,0.346332701,0.874659,6.960513839,0.315891917,-0.170802824
14,SM,1608.532942,0.396229552,0.871351,7.149425035,0.326997849,-0.162700809
15,SM,1610.392311,0.534831653,0.851869,6.563173871,0.322572828,-0.179133104
16,SM,1589.530554,0.534412902,0.858564,7.864174685,0.317993397,-0.194284389
17,SM,1683.163818,0.646841538,0.834134,8.526771382,0.329127899,-0.04121738
18,SM,1675.341875,0.498086173,0.855395,8.865292293,0.330123337,-0.079724844
19,SM,1718.290562,0.533661761,0.857621,7.563494713,0.336396323,-0.163153834
20,SM,1745.933978,0.548244606,0.857591,7.033725891,0.347708829,-0.195517545
21,SM,1730.735348,0.758595769,0.822893,6.740689152,0.348176845,-0.110503375
22,SM,1713.335832,0.686805876,0.835722,6.737481577,0.331320384,-0.166345187
23,SM,1711.614705,0.728974775,0.831709,6.901155022,0.334226756,-0.242868578
24,SM,1679.907915,0.410190708,0.870942,6.740220653,0.322478373,-0.205609452
25,SM,1621.182784,0.40417187,0.870979,6.614770349,0.33894172,-0.177818963
26,SM,1601.299329,0.463086931,0.86647,7.100471724,0.332768517,-0.189831593
27,SM,1674.913838,0.432047806,0.870606,6.327441738,0.343097497,-0.204975729
28,SM,1689.622164,0.44410955,0.867558,6.466484683,0.332121879,-0.169596644
29,SM,1699.995899,0.397823436,0.874343,5.868645855,0.340249405,-0.240836914
30,SM,1728.64557,0.511266581,0.862198,6.053016463,0.348997456,-0.229096362
31,SM,1735.472394,0.541087669,0.857668,7.582207108,0.34555962,-0.194788521
32,SM,1736.768935,0.551519083,0.852824,4.620693285,0.351403704,-0.230727595
33,SM,1688.730949,0.598617357,0.844663,4.226488913,0.34965221,-0.152455509
34,SM,1709.363223,0.531768446,0.859416,6.899044486,0.346033186,-0.251476641
35,SM,1692.580316,0.493259179,0.864303,6.713191315,0.350439206,-0.171628737
36,SM,1462.05032,0.383550602,0.870979,5.45321019,0.325485984,-0.186513094
37,SM,1497.038635,0.416096196,0.866738,3.458620712,0.339415657,-0.201302031
38,SM,1642.155852,0.799909289,0.813034,3.114769398,0.361555482,-0.220673864
39,SM,1724.29718,0.87363041,0.805495,5.065709749,0.384721969,-0.000666347
40,SM,1771.642598,1.097106638,0.758741,5.751207236,0.389333829,0.321975967
41,SM,1795.110749,0.948748856,0.793888,7.325290862,0.381771108,0.404178617
42,SM,1811.655117,1.102687334,0.762914,8.230761721,0.400647565,0.387670952
43,SM,1817.167607,1.184566457,0.743244,8.970124584,0.40026109,0.720230565
44,SM,1812.321818,0.993099723,0.790807,8.18884406,0.388327764,0.258044184
45,SM,1798.887463,0.723512927,0.833983,7.357350978,0.38035192,-0.094889769
46,SM,1767.380723,0.647504914,0.843473,6.759220573,0.361331839,-0.041775025
47,SM,1779.527179,0.618672603,0.846882,6.926314546,0.36683574,0.028963872
48,SM,1785.047258,0.197782979,0.888307,6.358969308,0.362468632,-0.088998613
49,SM,1781.095405,0.608693485,0.851283,5.936568305,0.372153474,-0.251318153
50,SM,1818.537768,1.081281982,0.772727,9.222300299,0.405649221,0.247828366
51,SM,1807.412327,0.784562087,0.826085,7.276611609,0.370024514,-0.224043257
